processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
LEPPA233-12	MACN-Bar-Lep-ct 02578	2750090	MACN-Bar-Lep 02578		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7478	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19690	Danaus eresimus			Ezequiel O. Nunez Bustos		Cramer, 1777					E. Nunez Bustos and C. Kopuchian							A	M	S				subespecie plexaure		-25.1205	-58.1724			76				Argentina	Formosa	Departamento de Pilcomayo	Parque Nacional Rio Pilcomayo	Seccional Estero Poi									
LEPPA567-13	MACN-Bar-Lep-ct 03942	3292727	MACN-Bar-Lep 03942		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7478	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19690	Danaus eresimus			Ezequiel O. Nunez Bustos		Cramer, 1777					Ezequiel Nunez Bustos, Cecilia Kopuchian y Pablo Tubaro							adult	M	S				subespecie plexaure		-26.18	-58.94							Argentina	Formosa	Departamento Laishi	Ea. El Bagual	Reserva Ecologica									
LEPPA758-13	MACN-Bar-Lep-ct 03659	3292918	MACN-Bar-Lep 03659		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Ezequiel O. Nunez Bustos		Cramer, 1775					Ezequiel Nunez Bustos, Cecilia Kopuchian y Pablo Lavinia							adult	F	S						-27.5529	-58.6795			55				Argentina	Corrientes	Departamento Capital	San Cayetano	EBCO									
LEPPA826-13	MACN-Bar-Lep-ct 03759	3292986	MACN-Bar-Lep 03759		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Ezequiel O. Nunez Bustos		Cramer, 1775					Ezequiel Nunez Bustos, Cecilia Kopuchian y Pablo Lavinia							adult	M	S						-27.5529	-58.6795			55				Argentina	Corrientes	Departamento Capital	San Cayetano	EBCO									
LMAD254-10	AC0254-8000511	1358698	CASENT8000511	CASENT8000511	California Academy of Sciences		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	273859	Danaus chrysippus aegyptius	David Lees	Morphological						A. Cameron							A		S				aegyptius	Hand net	-19.1445	44.8282			50				Madagascar	Mahajanga	Parc National Tsingy de Bemaraha	Vazimba 50		700958	http://www.boldsystems.org/pics/LMAD/IMG_2111+1268147584.JPG	Lateral		CBG Photography Group	2010	CreativeCommons - Attribution	Centre for Biodiversity Genomics	Megan Swan
LMAD258-10	AC0258-8000419	1358702	CASENT8000419	CASENT8000419	California Academy of Sciences		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	273859	Danaus chrysippus aegyptius	David Lees	Morphological						A. Cameron							A		S				aegyptius	Hand net	-19.1444	44.8278			75				Madagascar	Mahajanga	Parc National Tsingy de Bemaraha	Vazimba 50		700962	http://www.boldsystems.org/pics/LMAD/IMG_2120+1268147700.JPG	Lateral		CBG Photography Group	2010	CreativeCommons - Attribution	Centre for Biodiversity Genomics	Megan Swan
LNOA888-16	MACN-Bar-Lep-ct 07993	7351482	MACN-Bar-Lep 07993		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7818	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	172067	Danaus erippus			Ezequiel O. Nunez Bustos		Cramer, 1775					N. Garcia							adult	M	S						-27.2977	-65.8459			800				Argentina	Tucuman	Departamento Chicligasta	Parque Nacional Campo de los Alisos	Paraje La Jaya									
LNOA987-16	MACN-Bar-Lep-ct 08092	7351581	MACN-Bar-Lep 08092		Museo Argentino de Ciencias Naturales, Bernardino Rivadavia		BOLD:AAZ7818	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	172067	Danaus erippus			Ezequiel O. Nunez Bustos		Cramer, 1775					E. Nunez Bustos							adult	M	S						-27.2977	-65.8459			800				Argentina	Tucuman	Departamento Chicligasta	Parque Nacional Campo de los Alisos	Paraje La Jaya									
LNU1797-20	AVM1476	12557723	AVM1476	AVM1476	Private Collection of Goeran Sjoeberg		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	770833	Danaus chrysippus chrysippus	Goeran Sjoeberg							Bafraw Karimi															8.508	117.432							Philippines	Palawan	Rio Tuba		Marabahay									
LOQC758-05	05-QLD-00758	59463			Centre for Biodiversity Genomics		BOLD:AAI9597	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	34928	Danaus affinis			Paul D.N. Hebert		Fabricius, 1775					P.D.N. Hebert															-16.81	145.73			9				Australia	Queensland		Yorkeys Knob		35663	http://www.boldsystems.org/pics/LOQC/05-QLD-00758.jpg	Dorsal	Dorsal	CBG Photography Group	2010	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
LSER158-06	2005-TASER-SBP-2158	230532		2005-TASER-SBP-2158	Serengeti Wildlife Research Centre		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus					Linnaeus, 1758					A. Sinclair														385									Tanzania		Serengeti		KOG_8									
LYPAP525-09	MAL-02619	1143024	L-44647	L-44647	El Colegio de la Frontera Sur		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Aixchel Maya		Cramer, 1775					Emigdio May							A		S				thersippus		18.484	-89.891			185				Mexico	Campeche			Ejido Conhuas: campamento Yax`che, carretera									
LYPAP531-09	MAL-02625	1143030	L-87333	L-87333	El Colegio de la Frontera Sur		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus			Aixchel Maya		Cramer, 1775					Imelda Martinez							A		S				thersippus		20.842	-90.193			24				Mexico	Yucatan			Celestun, camino a Chunchucmil									
LYPAP537-09	MAL-02631	1143036	L-40175	L-40175	El Colegio de la Frontera Sur		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Armando Luis		Linnaeus, 1758					Jose Luis Salinas							A		S				plexippus		17.972	-89.358			127				Mexico	Campeche	Calakmul		Reserva de la Biosfera de Calakmul, Zona K, Dos Na									
MABUT113-10	NIBGE BUT-00113	1680509	BUT-00113		National Institute for Biotechnology and Genetic Engineering		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Muhammad Ashfaq		Linnaeus, 1758					S. Akhtar							A								32.0667	72.6667	GPS		192				Pakistan	Punjab	Sargodha	Sargodha										
MEUNH068-17	MEUNAH-0068	7570990		MEUNAH-0068	Universidad Nacional Autonoma de Honduras		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758		Vouchered:Registered Collection	Leg		Ali Rubio															14.0852	-87.1663							Honduras	Francisco Morazan	Tegucigalpa	UNAH										
MHMXE539-06	06-SRNP-5365	509978	06-SRNP-5365	06-SRNP-5365	University of Pennsylvania		BOLD:AAD6393	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	962968	Danaus thersippusDHJ02			Daniel H. Janzen							Anabelle Cordoba					DHJ:ACG		A		S						10.876	-85.386			670				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector San Cristobal	Sendero Carmona	195619|195620	http://www.boldsystems.org/pics/MHMXE/06-SRNP-5365-DHJ351284+1175911960.jpg|http://www.boldsystems.org/pics/MHMXE/06-SRNP-5365-DHJ351285+1175911962.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2006|2006	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHMYL8054-16	16-SRNP-35006	7359030	16-SRNP-35006	16-SRNP-35006	University of Pennsylvania		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	402976	Danaus montezuma			Daniel H. Janzen							Harry Ramirez							adult	M	S						10.9047	-85.468			820				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Cacao	Rancho Harold									
MHMYL8075-16	16-SRNP-36014	7359051	16-SRNP-36014	16-SRNP-36014	University of Pennsylvania		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	402976	Danaus montezuma			Daniel H. Janzen							Dunia Garcia							adult	F	S						10.9047	-85.468			820				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Cacao	Rancho Harold									
MHMYN4786-14	14-SRNP-80071	4808634	14-SRNP-80071	14-SRNP-80071	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				10.9408	-85.3177			461				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector Rincon Rain Forest	Jacobo	2449338|2449337	http://www.boldsystems.org/pics/MHMYN/14-SRNP-80071-DHJ585317+1412621864.jpg|http://www.boldsystems.org/pics/MHMYN/14-SRNP-80071-DHJ585316+1412621864.jpg	Ventral|Dorsal	|	Daniel H. Janzen|Daniel H. Janzen	2014|2014	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
MHMYQ1092-12	12-SRNP-12007	2543148	12-SRNP-12007	12-SRNP-12007	University of Pennsylvania		BOLD:AAB3218	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	402976	Danaus montezuma			Daniel H. Janzen																						10.8487	-85.6305			285				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Santa Rosa	Laguna Escondida	1744857|1744859	http://www.boldsystems.org/pics/MHMYQ/12-SRNP-12007-DHJ556096+1343250828.jpg|http://www.boldsystems.org/pics/MHMYQ/12-SRNP-12007-DHJ556097+1343250828.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2012|2012	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
WMB1354-13	RVcoll.12-N323	3066732	RVcoll.12-N323		Institut de Biologia Evolutiva (CSIC-UPF), Butterfly Diversity and Evolution Lab		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Leonardo Dapporto		Linnaeus, 1758					Dapporto, L. & Voda, R.							A		S						35.425	9.571			304				Tunisia		Kairuan		near Pont sur oued ezroud									
ASARD2241-12	INB0003862716	2396443	INB0003862716	INB0003862716	Instituto Nacional de Biodiversidad, Costa Rica		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Isidro Chacon		Linnaeus, 1758					B. Gamboa, Y. Cardenas							A	F	S						9.725	-84.369			1305				Costa Rica	San Jose	Puriscal	Chires	Cerro Cangreja	1507106|1507107	http://www.boldsystems.org/pics/ASARD/INB0003862716-IACH001441+1327953438.jpg|http://www.boldsystems.org/pics/ASARD/INB0003862716-IACH001442+1327953438.jpg	Body|Body	|	National Biodiversity Institute of Costa Rica|National Biodiversity Institute of Costa Rica	2012|2012	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	National Biodiversity Institute of Costa Rica|National Biodiversity Institute of Costa Rica	|
BLPAA45368-23	21-SRNP-81327	17570098	21-SRNP-81327	21-SRNP-81327	University of Pennsylvania		BOLD:AAB9301	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Daniel H. Janzen		Linnaeus, 1758					Anabelle Cordoba							adult		S						10.9409	-85.3383			441				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector Rincon Rain Forest	Parcela Familia Ruiz									
BLPAA7573-17	17-SRNP-75092	8372612	17-SRNP-75092	17-SRNP-75092	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				10.9355	-85.2531			123				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector Rincon Rain Forest	Finca Esmeralda	3344080|3344081	http://www.boldsystems.org/pics/BLPAA/17-SRNP-75092-DHJ927958+1528305722.jpg|http://www.boldsystems.org/pics/BLPAA/17-SRNP-75092-DHJ927959+1528305722.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2018|2018	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
BLPEE7765-14	12-SRNP-69515	4755531	12-SRNP-69515	12-SRNP-69515	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				10.9474	-85.315			491				Costa Rica	Alajuela	Area de Conservacion Guanacaste	Sector Rincon Rain Forest	Flecha	2445688|2445689	http://www.boldsystems.org/pics/BLPEE/12-SRNP-69515-DHJ583692+1412621738.jpg|http://www.boldsystems.org/pics/BLPEE/12-SRNP-69515-DHJ583693+1412621738.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2014|2014	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
BLPEE7793-14	13-SRNP-21285	4755559	13-SRNP-21285	13-SRNP-21285	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				11.0324	-85.4993			275				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector El Hacha	Los Inocentes	2445870|2445869	http://www.boldsystems.org/pics/BLPEE/13-SRNP-21285-DHJ583749+1412621766.jpg|http://www.boldsystems.org/pics/BLPEE/13-SRNP-21285-DHJ583748+1412621766.jpg	Ventral|Dorsal	|	Daniel H. Janzen|Daniel H. Janzen	2014|2014	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
BLPEE7801-14	13-SRNP-21252	4755567	13-SRNP-21252	13-SRNP-21252	University of Pennsylvania		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				11.0324	-85.4993			275				Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sector El Hacha	Los Inocentes	2445867|2445868	http://www.boldsystems.org/pics/BLPEE/13-SRNP-21252-DHJ583764+1412621738.jpg|http://www.boldsystems.org/pics/BLPEE/13-SRNP-21252-DHJ583765+1412621766.jpg	Dorsal|Ventral	|	Daniel H. Janzen|Daniel H. Janzen	2014|2014	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	Guanacaste Dry Forest Conservation Fund|Guanacaste Dry Forest Conservation Fund	Daniel H. Janzen|Daniel H. Janzen
BOPM166-12	UMKL-JJW0166	2578129	UMKL-JJW0166	UMKL-JJW0166	University of Malaya, Museum of Zoology		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus	481208	Danaus melanippus hegesippus	Mohd Sofian Azirun							Mohd Sofian Azirun							A		S				Good		2.46	103.296							Malaysia	Johor	Selai		Hutan Simpan Endau									
CBPMY015-15	CBP0015	5594217		CBP0015	University of Malaya, Museum of Zoology		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Gary Sing Kong Wah		Linnaeus, 1758		DNA/Tissue Vouchered Only			WFAJ, KWS							Adult								3.145	101.684							Malaysia		Kuala Lumpur		Taman Botani Perdana									
EZSPN783-09	RVcoll.08-L326	1193558		RVcoll.08-L326	Institut de Biologia Evolutiva (CSIC-UPF), Butterfly Diversity and Evolution Lab		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus			Constanti Stefanescu		Linnaeus, 1758					Stefanescu, Contanti							A		S						40.672	0.595							Spain	Catalonia	Tarragona		Ullalls de Baltasar, Delta de L`Ebre, Montsia									
FPMBC151-15	Count_151	6366477	UMKL-BUTTERFLY COUNT 151	151	University of Malaya, Museum of Zoology		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus					(Cramer)					Huwa Yean Yin							Adult								2.2807	102.301			58				Malaysia	Malacca			Hutan rekreasi Ayer Keroh									
GBART37020-23	AF394677	19992307						20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	791725	Danaus petilia																																	Australia													
GBGL21781-19	KP007595	9757070	MCZ:DL-01-Q603		Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	770833	Danaus chrysippus chrysippus																							13.3931	99.9465							Thailand													
GBGL21797-19	KP007648	9757086	MCZ:AM135		Mined from GenBank, NCBI		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia	794054	Danaus genutia bimana																							0.15592	113.965	Coordinates from country centroid						Indonesia													
GBGL21806-19	KP007683	9757095	MCZ:DL-07-B180		Mined from GenBank, NCBI		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus	481208	Danaus melanippus hegesippus																							0.537	100.357							Indonesia													
GBGL21827-19	AY569146	9757116			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus	216951	Danaus plexippus plexippus																							23.8744	-101.554	Coordinates from country centroid						Mexico													
GBGL26850-19	KP007704	9762139	RMBR:RE-08-J013		Mined from GenBank, NCBI		BOLD:AAB3216	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	791725	Danaus petilia																									-25.6973	134.023	Coordinates from country centroid						Australia													
GBGL26851-19	KP007706	9762140	RMBR:RE-08-J015		Mined from GenBank, NCBI		BOLD:AAB3216	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	791725	Danaus petilia																									-25.6973	134.023	Coordinates from country centroid						Australia													
GBLN2045-09	EU330435	1111025	EU330435		Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	19719	Danaus gilippus					Cramer, 1775																																									
GBLN5592-15	KJ459722	5648976		KJ459722	Mined from GenBank, NCBI		BOLD:AAI9595	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia					Cramer, 1779																		taxon:76228																							
GBMIN70723-17	KP007592	8410459	MCZ:DJM-06-U038	KP007592	Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	770833	Danaus chrysippus chrysippus																							1.3921	36.8185							Kenya		Kajiado District, Oloorsirkon											
GBMIN70730-17	KP007601	8410466	MCZ:DL-10-Z009	KP007601	Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	770833	Danaus chrysippus chrysippus																							21.1675	94.8545							Myanmar	Mandalay	Mandalay State, Bagan											
GBMIN70740-17	KP007637	8410476	NCHU:WCT-538	KP007637	Mined from GenBank, NCBI		BOLD:ABX5122	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31524	Danaus chrysippus	770833	Danaus chrysippus chrysippus																							23.6978	120.961	Coordinates from country centroid						Taiwan		Taiwan, Taitung											
GBMIN70765-17	KP007659	8410501	MFB-10-P091	KP007659	Mined from GenBank, NCBI		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	31512	Danaus genutia	794053	Danaus genutia alexis																							-25.6973	134.023	Coordinates from country centroid						Australia		Northern Territory, Dundee Beach, Fog Bay											
GBMIN70801-17	KP007677	8410537	MCZ:AM063	KP007677	Mined from GenBank, NCBI		BOLD:ABY8587	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	724350	Danaus melanippus	794062	Danaus melanippus umbrosus																							0.15592	113.965	Coordinates from country centroid						Indonesia		North Sumatra, Pini Island											
GBMIN85239-17	KP007645	8424976	MCZ:EP10	KP007645	Mined from GenBank, NCBI		BOLD:AAZ7818	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	172067	Danaus erippus					Cramer, 1775																				-11.5246	-54.3552	Coordinates from country centroid						Brazil		Santa Catarina											
GBMIN85241-17	KR150517	8424978	ANIC:MFB-06-P055	KR150517	Mined from GenBank, NCBI		BOLD:AAB3216	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	791725	Danaus petilia																									-11.15	132.16							Australia		NT, Cobourg Peninsula											
GBMIN85242-17	KP007700	8424979	RMBR:MFB-06-P054	KP007700	Mined from GenBank, NCBI		BOLD:AAB3216	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	791725	Danaus petilia																									-11.1502	132.144							Australia		Northern Territory, Cobourg Peninsula											
GBMIN85243-17	KP007698	8424980	RMBR:MFB-06-P052	KP007698	Mined from GenBank, NCBI		BOLD:AAB3216	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	791725	Danaus petilia																									-11.1502	132.144							Australia		Northern Territory, Cobourg Peninsula											
GBMIN85259-17	KX110357	8424996		KX110357	Mined from GenBank, NCBI		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus					Linnaeus, 1758																				23.8744	-101.554	Coordinates from country centroid						Mexico		State of Mexico											
JAGWI011-11	WI-JAG-011	1861272		WI-JAG-011	Research Collection of Victor Gonzalez		BOLD:AAA9566	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3681	Danainae	6926	Danaus	16902	Danaus plexippus			Julio A. Genaro		Linnaeus, 1758					A Perez, A Lopez							A	F	S						18.7795	-70.435	Coordinates from country centroid						Dominican Republic		Loma el Rincon, Samana			1048353	http://www.boldsystems.org/pics/JAGWI/WI-JAG-011+1288328420.jpg	Dorsal	adult	Julio A Genaro		No Rights Reserved	Caribbean Natural History Group	Julio A Genaro
